model_key,model,family,size,is_edge,architecture,architecture_display,item_id,type,n_judges,completude,fidelidade,rastreabilidade,quality,sql_match,retrieval_precision,retrieval_recall,type_predicted,match_type,match_agents,latency_total,latency_planner,latency_sql,latency_rag,latency_synthesizer,latency_verifier,latency_consolidator,input_tokens,output_tokens,total_tokens
gemini-pro,Gemini Pro,gemini,large,False,no-verifier,Sem Verificação,NS2,NS,3,1.3333333333333333,2,2,1.7777777777777777,False,1.0,1.0,NS,True,True,20.87,6.3253,,0.4255,14.1178,,,11832.0,2185.0,14017.0
gemini-pro,Gemini Pro,gemini,large,False,no-verifier,Sem Verificação,NS3,NS,3,1.6666666666666667,1.6666666666666667,2,1.777777777777778,False,1.0,1.0,NS,True,True,27.82,10.5366,,0.4755,16.7991,,,11572.0,2810.0,14382.0
gemini-pro,Gemini Pro,gemini,large,False,no-verifier,Sem Verificação,NS4,NS,3,1,2,1.6666666666666667,1.5555555555555556,False,0.5,1.0,NS,True,True,18.36,8.3811,,0.4557,9.512,,0.0001,12411.0,1882.0,14293.0
gemini-pro,Gemini Pro,gemini,large,False,no-verifier,Sem Verificação,NS5,NS,3,1.6666666666666667,1.6666666666666667,2,1.777777777777778,False,1.0,1.0,NS,True,True,23.12,6.7347,,0.3781,16.001,,0.0001,11127.0,2158.0,13285.0
gemini-pro,Gemini Pro,gemini,large,False,no-verifier,Sem Verificação,NS6,NS,3,1.3333333333333333,1.6666666666666667,2,1.6666666666666667,True,0.0,0.0,NS,True,True,15.03,5.4077,,0.3696,9.2494,,,11684.0,1376.0,13060.0
gemini-pro,Gemini Pro,gemini,large,False,no-verifier,Sem Verificação,NS7,NS,3,1,1.6666666666666667,2,1.5555555555555556,False,1.0,1.0,NS,True,True,22.24,6.9205,,0.4812,14.8285,,0.0002,12251.0,2571.0,14822.0
gemini-pro,Gemini Pro,gemini,large,False,no-verifier,Sem Verificação,NS8,NS,3,2,1.3333333333333333,2,1.7777777777777777,False,1.0,1.0,NS,True,True,34.55,6.3208,,0.5464,27.6685,,0.0001,11502.0,4313.0,15815.0
gemini-pro,Gemini Pro,gemini,large,False,no-verifier,Sem Verificação,NS9,NS,3,2,1.6666666666666667,2,1.888888888888889,False,1.0,1.0,NS,True,True,20.4,6.5238,,0.5324,13.3355,,,11283.0,2334.0,13617.0
gemini-pro,Gemini Pro,gemini,large,False,no-verifier,Sem Verificação,NS10,NS,3,2,1.6666666666666667,2,1.888888888888889,False,1.0,1.0,NS,True,True,30.17,5.0416,,0.4944,24.629,,0.0001,11827.0,3383.0,15210.0
gemini-pro,Gemini Pro,gemini,large,False,no-verifier,Sem Verificação,H1,H,3,2,1.6666666666666667,2,1.888888888888889,False,0.5,1.0,H,True,True,36.4,6.1838,8.3581,0.5297,21.8008,,0.0001,17289.0,4251.0,21540.0
gemini-pro,Gemini Pro,gemini,large,False,no-verifier,Sem Verificação,H2,H,3,1,0.6666666666666666,2,1.222222222222222,True,1.0,1.0,H,True,True,31.07,6.6035,4.235,0.4614,20.1522,,0.0001,12860.0,3539.0,16399.0
gemini-pro,Gemini Pro,gemini,large,False,no-verifier,Sem Verificação,H3,H,3,1.3333333333333333,1.6666666666666667,2,1.6666666666666667,False,1.0,1.0,H,True,True,25.97,7.0199,4.9437,0.3781,13.9308,,0.0001,13755.0,2972.0,16727.0
gemini-pro,Gemini Pro,gemini,large,False,no-verifier,Sem Verificação,H4,H,3,1.3333333333333333,1.6666666666666667,2,1.6666666666666667,False,1.0,1.0,H,True,True,40.52,8.5881,14.5822,1.1476,17.2802,,,14160.0,4316.0,18476.0
gemini-pro,Gemini Pro,gemini,large,False,no-verifier,Sem Verificação,H5,H,3,1.3333333333333333,1.6666666666666667,2,1.6666666666666667,False,1.0,1.0,H,True,True,28.57,7.3294,6.326,1.226,14.853,,0.0001,13180.0,2836.0,16016.0
gemini-pro,Gemini Pro,gemini,large,False,no-verifier,Sem Verificação,H6,H,3,0,1.6666666666666667,2,1.2222222222222223,False,1.0,1.0,H,True,True,34.19,6.5836,13.2646,0.4829,14.2763,,0.0001,16470.0,3804.0,20274.0
gemini-pro,Gemini Pro,gemini,large,False,no-verifier,Sem Verificação,H7,H,3,1.6666666666666667,2,2,1.888888888888889,True,1.0,1.0,H,True,True,28.23,7.2481,3.2379,0.4134,17.6818,,0.0001,13444.0,3383.0,16827.0
gemini-pro,Gemini Pro,gemini,large,False,no-verifier,Sem Verificação,H8,H,3,1.3333333333333333,1.6666666666666667,2,1.6666666666666667,True,0.5,1.0,H,True,True,35.3,6.2327,12.718,0.5038,16.2721,,0.0001,14231.0,3910.0,18141.0
gemini-pro,Gemini Pro,gemini,large,False,no-verifier,Sem Verificação,H9,H,3,1,1.6666666666666667,2,1.5555555555555556,False,1.0,1.0,H,True,True,37.87,5.9131,4.9695,1.1544,26.9364,,0.0001,14554.0,4460.0,19014.0
gemini-pro,Gemini Pro,gemini,large,False,no-verifier,Sem Verificação,H10,H,3,1.3333333333333333,1.6666666666666667,2,1.6666666666666667,True,0.5,1.0,H,True,True,38.93,8.3603,5.7239,0.3567,24.795,,0.0001,16379.0,4587.0,20966.0
gemini-pro,Gemini Pro,gemini,large,False,poc,Simples,S1,S,3,0.6666666666666666,2,1.3333333333333333,1.3333333333333333,True,,,S,True,True,26.42,9.0362,6.7809,,10.5265,,,10980.0,2575.0,13555.0
gemini-pro,Gemini Pro,gemini,large,False,poc,Simples,S2,S,3,1.6666666666666667,2,1.3333333333333333,1.6666666666666667,True,,,S,True,True,32.66,7.5973,16.0962,,8.893,,,10703.0,3460.0,14163.0
gemini-pro,Gemini Pro,gemini,large,False,poc,Simples,S3,S,3,2,2,1.6666666666666667,1.888888888888889,True,,,S,True,True,29.16,6.9349,7.5976,,14.5593,,,11958.0,3246.0,15204.0
gemini-pro,Gemini Pro,gemini,large,False,poc,Simples,S4,S,3,1.3333333333333333,2,1.3333333333333333,1.5555555555555554,True,,,S,True,True,36.87,9.2863,5.03,,22.4974,,,15890.0,4244.0,20134.0
gemini-pro,Gemini Pro,gemini,large,False,poc,Simples,S5,S,3,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.222222222222222,False,,,S,True,True,17.6,5.4253,3.8258,,8.2849,,,11133.0,1674.0,12807.0
gemini-pro,Gemini Pro,gemini,large,False,poc,Simples,S6,S,3,1.6666666666666667,2,1.6666666666666667,1.777777777777778,True,,,S,True,True,25.73,5.466,8.9906,,11.2005,,,10627.0,2639.0,13266.0
gemini-pro,Gemini Pro,gemini,large,False,poc,Simples,S7,S,3,1,1.6666666666666667,1.3333333333333333,1.3333333333333333,True,,,S,True,True,22.4,5.3866,4.8621,,12.0779,,,11445.0,2080.0,13525.0
gemini-pro,Gemini Pro,gemini,large,False,poc,Simples,S8,S,3,2,2,1.3333333333333333,1.7777777777777777,True,,,S,True,True,30.52,9.9085,5.8544,,14.6933,,,11553.0,3261.0,14814.0
gemini-pro,Gemini Pro,gemini,large,False,poc,Simples,S9,S,3,0.6666666666666666,2,1.6666666666666667,1.4444444444444444,True,,,S,True,True,14.78,6.0682,4.088,,4.5561,,,10607.0,1029.0,11636.0
gemini-pro,Gemini Pro,gemini,large,False,poc,Simples,S10,S,3,1.6666666666666667,2,1.3333333333333333,1.6666666666666667,True,,,S,True,True,22.79,4.433,5.0264,,13.2777,,,10637.0,2200.0,12837.0
gemini-pro,Gemini Pro,gemini,large,False,poc,Simples,NS1,NS,3,1,2,1.6666666666666667,1.5555555555555556,False,0.0,0.0,NS,True,True,15.83,7.264,,0.6459,7.9152,,,10890.0,1531.0,12421.0
gemini-pro,Gemini Pro,gemini,large,False,poc,Simples,NS2,NS,3,1,2,1.6666666666666667,1.5555555555555556,False,1.0,1.0,NS,True,True,18.21,6.0124,,0.555,11.6293,,,10728.0,1971.0,12699.0
gemini-pro,Gemini Pro,gemini,large,False,poc,Simples,NS3,NS,3,1.6666666666666667,2,2,1.888888888888889,False,0.5,0.5,NS,True,True,25.87,7.2378,,0.5386,18.0863,,,10551.0,2599.0,13150.0
gemini-pro,Gemini Pro,gemini,large,False,poc,Simples,NS4,NS,3,1,2,1.6666666666666667,1.5555555555555556,False,0.5,1.0,NS,True,True,18.53,7.4433,,0.5472,10.5358,,,11308.0,1888.0,13196.0
gemini-pro,Gemini Pro,gemini,large,False,poc,Simples,NS5,NS,3,1,2,1.6666666666666667,1.5555555555555556,False,1.0,1.0,NS,True,True,16.93,5.3898,,0.6177,10.9143,,,10024.0,1790.0,11814.0
gemini-pro,Gemini Pro,gemini,large,False,poc,Simples,NS6,NS,3,1,2,1.6666666666666667,1.5555555555555556,False,0.0,0.0,NS,True,True,16.27,6.1987,,0.375,9.691,,,10581.0,1662.0,12243.0
gemini-pro,Gemini Pro,gemini,large,False,poc,Simples,NS7,NS,3,1.3333333333333333,2,1.6666666666666667,1.6666666666666667,False,1.0,1.0,NS,True,True,19.82,8.1667,,0.4457,11.1754,,,11349.0,2254.0,13603.0
gemini-pro,Gemini Pro,gemini,large,False,poc,Simples,NS8,NS,3,2,2,2,2.0,False,1.0,1.0,NS,True,True,18.99,5.9495,,0.398,12.6331,,,10668.0,2104.0,12772.0
gemini-pro,Gemini Pro,gemini,large,False,poc,Simples,NS9,NS,3,2,2,2,2.0,True,1.0,1.0,NS,True,True,20.39,8.883,,0.3584,11.1391,,,10180.0,2344.0,12524.0
gemini-pro,Gemini Pro,gemini,large,False,poc,Simples,NS10,NS,3,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,False,1.0,1.0,NS,True,True,25.0,6.4517,,0.3599,18.1739,,,10724.0,2707.0,13431.0
gemini-pro,Gemini Pro,gemini,large,False,poc,Simples,H1,H,3,1,1.6666666666666667,1.6666666666666667,1.4444444444444446,False,0.5,1.0,H,True,True,40.54,10.1475,14.0483,0.5749,16.2726,,,16425.0,4487.0,20912.0
gemini-pro,Gemini Pro,gemini,large,False,poc,Simples,H2,H,3,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.222222222222222,False,1.0,1.0,H,True,True,22.47,8.8823,4.9459,0.3671,8.5573,,,15129.0,2001.0,17130.0
gemini-pro,Gemini Pro,gemini,large,False,poc,Simples,H3,H,3,0.6666666666666666,2,1.6666666666666667,1.4444444444444444,False,1.0,1.0,H,True,True,19.54,7.8612,5.3587,0.3687,6.2412,,,12920.0,1661.0,14581.0
gemini-pro,Gemini Pro,gemini,large,False,poc,Simples,H4,H,3,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.111111111111111,False,1.0,1.0,H,True,True,25.59,8.5043,4.5288,0.5546,12.4878,,,13414.0,2574.0,15988.0
gemini-pro,Gemini Pro,gemini,large,False,poc,Simples,H5,H,3,1,1.6666666666666667,1.6666666666666667,1.4444444444444446,False,1.0,1.0,H,True,True,23.86,7.579,8.9026,0.381,7.2999,,,12478.0,2252.0,14730.0
gemini-pro,Gemini Pro,gemini,large,False,poc,Simples,H6,H,3,0.3333333333333333,1.6666666666666667,1.6666666666666667,1.2222222222222223,False,1.0,1.0,H,True,True,17.27,5.3632,4.5953,0.4669,7.2406,,,15175.0,1322.0,16497.0
gemini-pro,Gemini Pro,gemini,large,False,poc,Simples,H7,H,3,1,2,1.6666666666666667,1.5555555555555556,False,1.0,1.0,H,True,True,22.35,8.3671,5.2928,0.4953,8.5649,,,12524.0,1810.0,14334.0
gemini-pro,Gemini Pro,gemini,large,False,poc,Simples,H8,H,3,0.6666666666666666,2,1.6666666666666667,1.4444444444444444,False,0.5,1.0,H,True,True,28.25,8.6179,8.8183,0.3434,10.7327,,,13068.0,2961.0,16029.0
gemini-pro,Gemini Pro,gemini,large,False,poc,Simples,H9,H,3,1.3333333333333333,1.6666666666666667,2,1.6666666666666667,False,1.0,1.0,H,True,True,27.78,7.9617,6.1329,0.4882,13.604,,,12923.0,2878.0,15801.0
gemini-pro,Gemini Pro,gemini,large,False,poc,Simples,H10,H,3,1.3333333333333333,2,2,1.7777777777777777,False,0.5,1.0,H,True,True,37.54,9.9065,8.3641,0.3372,19.1893,,,16702.0,4321.0,21023.0
gpt-nano,GPT-5 Nano,gpt,small,False,full,Completa,S1,S,3,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.5555555555555556,True,,,S,True,True,23.08,1.5661,1.345,,3.1375,3.5875,0.0001,27024.0,1824.0,28848.0
gpt-nano,GPT-5 Nano,gpt,small,False,full,Completa,S2,S,3,0,1.6666666666666667,2,1.2222222222222223,False,,,S,True,True,44.04,4.6765,10.8879,,5.3545,5.5753,0.0001,44579.0,4375.0,48954.0
gpt-nano,GPT-5 Nano,gpt,small,False,full,Completa,S3,S,3,2,2,2,2.0,True,,,S,True,True,17.81,4.2699,1.682,,5.7652,6.0903,,14316.0,1809.0,16125.0
gpt-nano,GPT-5 Nano,gpt,small,False,full,Completa,S4,S,3,1.3333333333333333,1.6666666666666667,2,1.6666666666666667,False,,,S,True,True,31.54,2.3894,3.3846,,4.1431,9.842,0.0001,36347.0,3029.0,39376.0
gpt-nano,GPT-5 Nano,gpt,small,False,full,Completa,S5,S,3,0.6666666666666666,1,1.6666666666666667,1.111111111111111,False,,,S,True,True,13.72,1.5604,2.1686,,4.8531,5.135,0.0001,13768.0,1327.0,15095.0
gpt-nano,GPT-5 Nano,gpt,small,False,full,Completa,S6,S,3,2,1.6666666666666667,2,1.888888888888889,True,,,S,True,True,27.11,1.5192,2.0885,,4.442,5.5942,,29916.0,2923.0,32839.0
gpt-nano,GPT-5 Nano,gpt,small,False,full,Completa,S7,S,3,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,True,,,S,True,True,14.64,1.6815,1.3936,,5.1632,6.3756,,13610.0,1666.0,15276.0
gpt-nano,GPT-5 Nano,gpt,small,False,full,Completa,S8,S,3,2,2,2,2.0,True,,,H,False,True,13.72,2.236,1.4356,0.7942,5.1209,4.9185,0.0001,17798.0,1355.0,19153.0
gpt-nano,GPT-5 Nano,gpt,small,False,full,Completa,S9,S,3,1,1.6666666666666667,1.6666666666666667,1.4444444444444446,True,,,S,True,True,9.74,1.837,1.2487,,2.6578,3.9946,0.0001,12729.0,872.0,13601.0
gpt-nano,GPT-5 Nano,gpt,small,False,full,Completa,S10,S,3,2,2,2,2.0,True,,,S,True,True,14.97,1.5152,2.1385,,5.054,6.2516,0.0001,13927.0,1762.0,15689.0
gpt-nano,GPT-5 Nano,gpt,small,False,full,Completa,NS1,NS,3,0,1.6666666666666667,1.3333333333333333,1.0,False,0.0,0.0,NS,True,True,15.28,1.67,,0.4347,1.2922,4.9961,0.0001,21627.0,976.0,22603.0
gpt-nano,GPT-5 Nano,gpt,small,False,full,Completa,NS2,NS,3,1.3333333333333333,1.6666666666666667,2,1.6666666666666667,False,1.0,1.0,NS,True,True,9.96,1.4236,,0.3709,4.3229,3.8394,0.0001,15102.0,1065.0,16167.0
gpt-nano,GPT-5 Nano,gpt,small,False,full,Completa,NS3,NS,3,1,1.6666666666666667,2,1.5555555555555556,False,0.0,0.0,NS,True,True,16.02,2.137,,1.6066,5.7758,6.4664,0.0084,15459.0,1664.0,17123.0
gpt-nano,GPT-5 Nano,gpt,small,False,full,Completa,NS4,NS,3,2,1.6666666666666667,1.6666666666666667,1.777777777777778,False,0.5,1.0,H,False,True,12.37,4.0183,1.3455,0.5858,3.3277,3.6644,0.0001,16536.0,1068.0,17604.0
gpt-nano,GPT-5 Nano,gpt,small,False,full,Completa,NS5,NS,3,1.6666666666666667,1.6666666666666667,2,1.777777777777778,False,1.0,1.0,NS,True,True,11.4,1.6023,,0.5097,3.9792,5.2943,0.0001,13231.0,1244.0,14475.0
gpt-nano,GPT-5 Nano,gpt,small,False,full,Completa,NS6,NS,3,1.6666666666666667,1.6666666666666667,2,1.777777777777778,False,0.0,0.0,H,False,True,35.6,2.603,2.154,1.0763,6.798,9.1673,0.0001,48537.0,4074.0,52611.0
gpt-nano,GPT-5 Nano,gpt,small,False,full,Completa,NS7,NS,3,2,1.6666666666666667,2,1.888888888888889,False,0.5,1.0,NS,True,True,51.33,4.5833,,2.8902,9.7742,12.6485,0.0002,69545.0,6069.0,75614.0
gpt-nano,GPT-5 Nano,gpt,small,False,full,Completa,NS8,NS,3,2,2,2,2.0,False,1.0,1.0,NS,True,True,33.87,2.7076,,1.174,5.7317,8.3271,0.0001,38534.0,4027.0,42561.0
gpt-nano,GPT-5 Nano,gpt,small,False,full,Completa,NS9,NS,3,2,1.6666666666666667,2,1.888888888888889,True,0.5,1.0,NS,True,True,18.45,2.1441,,1.188,8.1112,6.9948,0.0001,15167.0,2177.0,17344.0
gpt-nano,GPT-5 Nano,gpt,small,False,full,Completa,NS10,NS,3,2,1.6666666666666667,2,1.888888888888889,False,1.0,1.0,NS,True,True,62.37,3.7618,,2.6487,11.7899,16.1513,0.0002,49253.0,7839.0,57092.0
gpt-nano,GPT-5 Nano,gpt,small,False,full,Completa,H1,H,3,1.3333333333333333,1.6666666666666667,2,1.6666666666666667,False,0.33,1.0,H,True,True,89.98,4.7837,30.5508,0.6758,11.6404,17.6847,0.0001,205117.0,11139.0,216256.0
gpt-nano,GPT-5 Nano,gpt,small,False,full,Completa,H2,H,3,2,1.6666666666666667,2,1.888888888888889,True,1.0,1.0,H,True,True,20.07,2.4294,3.4147,0.6333,7.1595,7.0629,0.0001,19530.0,2474.0,22004.0
gpt-nano,GPT-5 Nano,gpt,small,False,full,Completa,H3,H,3,1.6666666666666667,1.6666666666666667,2,1.777777777777778,False,1.0,1.0,H,True,True,45.87,3.6949,1.6414,1.6522,9.5666,10.0752,0.0002,60587.0,5586.0,66173.0
gpt-nano,GPT-5 Nano,gpt,small,False,full,Completa,H4,H,3,1,1.6666666666666667,2,1.5555555555555556,False,0.33,1.0,H,True,True,51.37,4.3139,3.64,1.0284,8.0814,8.7445,0.0001,66518.0,6269.0,72787.0
gpt-nano,GPT-5 Nano,gpt,small,False,full,Completa,H9,H,3,1,1.3333333333333333,2,1.4444444444444444,True,1.0,1.0,H,True,True,50.78,2.5125,2.973,0.5103,7.7345,11.6848,0.0002,46586.0,6358.0,52944.0
gpt-nano,GPT-5 Nano,gpt,small,False,full,Completa,H10,H,3,1.3333333333333333,1.6666666666666667,2,1.6666666666666667,False,0.33,1.0,H,True,True,50.43,3.6994,5.0917,1.2083,7.8797,10.7565,0.0002,59934.0,6750.0,66684.0
gpt-nano,GPT-5 Nano,gpt,small,False,full,Completa,H5,H,3,1,1.6666666666666667,2,1.5555555555555556,True,1.0,1.0,H,True,True,18.8,4.4824,3.8989,1.2955,4.7648,5.6497,0.0001,16521.0,1765.0,18286.0
gpt-nano,GPT-5 Nano,gpt,small,False,full,Completa,H8,H,3,1.6666666666666667,1.6666666666666667,2,1.777777777777778,False,0.5,1.0,H,True,True,23.84,4.6491,3.6685,0.7659,7.0154,8.4972,0.0001,21985.0,2731.0,24716.0
gpt-nano,GPT-5 Nano,gpt,small,False,full,Completa,H6,H,3,1,1.3333333333333333,1.6666666666666667,1.3333333333333333,False,1.0,1.0,H,True,True,18.15,3.7716,1.351,0.5037,6.4555,6.5571,0.0002,19390.0,2063.0,21453.0
gpt-nano,GPT-5 Nano,gpt,small,False,full,Completa,H7,H,3,1.3333333333333333,1.6666666666666667,2,1.6666666666666667,True,1.0,1.0,H,True,True,43.33,2.5637,1.3237,0.5424,7.6149,12.8661,0.0002,38649.0,5296.0,43945.0
gpt-nano,GPT-5 Nano,gpt,small,False,no-synthesizer,Sem Síntese,S1,S,3,1,2,2,1.6666666666666667,True,,,S,True,True,6.73,2.9762,1.7474,,,,1.9976,10417.0,358.0,10775.0
gpt-nano,GPT-5 Nano,gpt,small,False,no-synthesizer,Sem Síntese,S2,S,3,0.3333333333333333,2,2,1.4444444444444446,False,,,S,True,True,6.96,2.9767,1.8886,,,,2.087,10249.0,412.0,10661.0
gpt-nano,GPT-5 Nano,gpt,small,False,no-synthesizer,Sem Síntese,S3,S,3,2,2,2,2.0,True,,,S,True,True,8.23,3.6296,1.5978,,,,2.9873,11097.0,543.0,11640.0
gpt-nano,GPT-5 Nano,gpt,small,False,no-synthesizer,Sem Síntese,S4,S,3,1,2,2,1.6666666666666667,True,,,S,True,True,8.44,3.0973,2.2572,,,,3.0694,12434.0,507.0,12941.0
gpt-nano,GPT-5 Nano,gpt,small,False,no-synthesizer,Sem Síntese,S5,S,3,0.6666666666666666,2,2,1.5555555555555554,False,,,S,True,True,6.62,1.9794,1.5183,,,,3.1202,10863.0,607.0,11470.0
gpt-nano,GPT-5 Nano,gpt,small,False,no-synthesizer,Sem Síntese,S6,S,3,0.6666666666666666,2,2,1.5555555555555554,False,,,S,True,True,5.65,1.5636,1.469,,,,2.6165,10931.0,423.0,11354.0
gpt-nano,GPT-5 Nano,gpt,small,False,no-synthesizer,Sem Síntese,S7,S,3,0,2,1,1.0,False,,,S,True,True,22.33,3.1372,16.4848,,,,2.6998,11958.0,2435.0,14393.0
gpt-nano,GPT-5 Nano,gpt,small,False,no-synthesizer,Sem Síntese,S8,S,3,0,1.3333333333333333,2,1.111111111111111,False,,,H,False,True,9.43,2.2218,1.7934,0.8969,,,5.4062,24875.0,948.0,25823.0
gpt-nano,GPT-5 Nano,gpt,small,False,no-synthesizer,Sem Síntese,S9,S,3,0.6666666666666666,2,1.6666666666666667,1.4444444444444444,True,,,S,True,True,4.8,1.796,1.5184,,,,1.4659,10226.0,266.0,10492.0
gpt-nano,GPT-5 Nano,gpt,small,False,no-synthesizer,Sem Síntese,S10,S,3,1.6666666666666667,2,2,1.888888888888889,True,,,S,True,True,9.7,1.6552,2.8313,,,,5.2129,11050.0,1046.0,12096.0
gpt-nano,GPT-5 Nano,gpt,small,False,no-synthesizer,Sem Síntese,NS1,NS,3,1,2,2,1.6666666666666667,False,0.0,0.0,NS,True,True,3.97,1.7104,,0.4882,,,1.756,10485.0,238.0,10723.0
gpt-nano,GPT-5 Nano,gpt,small,False,no-synthesizer,Sem Síntese,NS2,NS,3,1.3333333333333333,2,1.6666666666666667,1.6666666666666667,False,1.0,1.0,NS,True,True,5.37,1.809,,1.1373,,,2.4102,10656.0,419.0,11075.0
gpt-nano,GPT-5 Nano,gpt,small,False,no-synthesizer,Sem Síntese,NS3,NS,3,1,1.6666666666666667,1.6666666666666667,1.4444444444444446,False,0.0,0.0,NS,True,True,6.56,2.1679,,1.0261,,,3.3589,11010.0,576.0,11586.0
gpt-nano,GPT-5 Nano,gpt,small,False,no-synthesizer,Sem Síntese,NS4,NS,3,1,1,2,1.3333333333333333,False,0.5,1.0,NS,True,True,6.17,2.5066,,1.6001,,,2.0535,13355.0,442.0,13797.0
gpt-nano,GPT-5 Nano,gpt,small,False,no-synthesizer,Sem Síntese,NS5,NS,3,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,False,1.0,1.0,NS,True,True,5.52,1.8341,,0.3713,,,3.311,9756.0,565.0,10321.0
gpt-nano,GPT-5 Nano,gpt,small,False,no-synthesizer,Sem Síntese,NS6,NS,3,1.6666666666666667,1.6666666666666667,2,1.777777777777778,False,0.0,0.0,H,False,True,9.31,2.4402,2.3311,1.1005,,,4.5312,14016.0,948.0,14964.0
gpt-nano,GPT-5 Nano,gpt,small,False,no-synthesizer,Sem Síntese,NS7,NS,3,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,False,0.5,1.0,NS,True,True,8.53,2.6111,,1.6996,,,4.2162,14309.0,779.0,15088.0
gpt-nano,GPT-5 Nano,gpt,small,False,no-synthesizer,Sem Síntese,NS8,NS,3,0.6666666666666666,1.6666666666666667,2,1.4444444444444446,False,1.0,1.0,NS,True,True,5.62,1.7966,,0.5081,,,3.3056,10652.0,499.0,11151.0
gpt-nano,GPT-5 Nano,gpt,small,False,no-synthesizer,Sem Síntese,NS9,NS,3,2,1.6666666666666667,2,1.888888888888889,False,0.5,1.0,NS,True,True,9.78,2.1224,,0.3504,,,7.3032,10773.0,1250.0,12023.0
gpt-nano,GPT-5 Nano,gpt,small,False,no-synthesizer,Sem Síntese,NS10,NS,3,1.6666666666666667,1.6666666666666667,2,1.777777777777778,False,1.0,1.0,NS,True,True,8.84,1.7036,,0.5244,,,6.6072,10314.0,1049.0,11363.0
gpt-nano,GPT-5 Nano,gpt,small,False,no-synthesizer,Sem Síntese,H1,H,3,2,1.6666666666666667,1.6666666666666667,1.777777777777778,False,0.5,1.0,H,True,True,12.79,2.9371,2.6427,0.3539,,,7.2044,13822.0,1521.0,15343.0
gpt-nano,GPT-5 Nano,gpt,small,False,no-synthesizer,Sem Síntese,H2,H,3,1,1.6666666666666667,2,1.5555555555555556,False,1.0,1.0,H,True,True,8.13,2.0219,1.2088,0.3564,,,4.8841,13269.0,885.0,14154.0
gpt-nano,GPT-5 Nano,gpt,small,False,no-synthesizer,Sem Síntese,H3,H,3,1.6666666666666667,1.6666666666666667,2,1.777777777777778,False,1.0,1.0,H,True,True,11.85,2.681,2.9309,1.3046,,,6.2235,15517.0,1169.0,16686.0
gpt-nano,GPT-5 Nano,gpt,small,False,no-synthesizer,Sem Síntese,H4,H,3,1.3333333333333333,1.6666666666666667,2,1.6666666666666667,False,0.5,1.0,H,True,True,15.71,3.8303,1.6555,1.6572,,,10.1921,18369.0,2133.0,20502.0
gpt-nano,GPT-5 Nano,gpt,small,False,no-synthesizer,Sem Síntese,H5,H,3,1.3333333333333333,1.6666666666666667,2,1.6666666666666667,False,1.0,1.0,H,True,True,9.24,2.333,3.391,0.5282,,,3.5116,13350.0,939.0,14289.0
gpt-nano,GPT-5 Nano,gpt,small,False,no-synthesizer,Sem Síntese,H6,H,3,0.6666666666666666,1.6666666666666667,2,1.4444444444444446,False,1.0,1.0,H,True,True,8.57,1.913,1.5304,0.4066,,,5.1175,13561.0,956.0,14517.0
gpt-nano,GPT-5 Nano,gpt,small,False,no-synthesizer,Sem Síntese,H7,H,3,2,1.6666666666666667,2,1.888888888888889,True,1.0,1.0,H,True,True,9.46,2.33,1.2451,1.2011,,,5.8743,11727.0,1112.0,12839.0
gpt-nano,GPT-5 Nano,gpt,small,False,no-synthesizer,Sem Síntese,H8,H,3,1,1.6666666666666667,1.6666666666666667,1.4444444444444446,False,0.0,0.0,H,True,True,9.74,3.1814,1.8119,0.5485,,,4.7414,12551.0,1043.0,13594.0
gpt-nano,GPT-5 Nano,gpt,small,False,no-synthesizer,Sem Síntese,H9,H,3,1,1.6666666666666667,1.6666666666666667,1.4444444444444446,True,0.67,1.0,H,True,True,13.73,3.2236,1.3755,1.1782,,,9.1245,14251.0,1833.0,16084.0
gpt-nano,GPT-5 Nano,gpt,small,False,no-synthesizer,Sem Síntese,H10,H,3,0.6666666666666666,1.6666666666666667,2,1.4444444444444446,False,0.5,1.0,H,True,True,16.32,2.9194,4.6069,0.408,,,8.787,16525.0,2200.0,18725.0
gpt-nano,GPT-5 Nano,gpt,small,False,no-verifier,Sem Verificação,S1,S,3,1,1.3333333333333333,1.6666666666666667,1.3333333333333333,True,,,S,True,True,10.8,3.9789,2.8428,,3.971,,0.0001,11224.0,443.0,11667.0
gpt-nano,GPT-5 Nano,gpt,small,False,no-verifier,Sem Verificação,S3,S,3,2,2,2,2.0,True,,,S,True,True,13.56,4.5029,3.0812,,5.9692,,0.0001,12013.0,965.0,12978.0
gpt-nano,GPT-5 Nano,gpt,small,False,no-verifier,Sem Verificação,S5,S,3,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.3333333333333333,False,,,S,True,True,8.4,2.7287,1.9791,,3.6848,,0.0001,11469.0,453.0,11922.0
gpt-nano,GPT-5 Nano,gpt,small,False,no-verifier,Sem Verificação,S6,S,3,0,2,2,1.3333333333333333,False,,,S,True,True,7.08,2.6084,2.2419,,2.2241,,0.0001,11194.0,235.0,11429.0
